ZipCode,EstimatedCombinedRate,TaxRegionName
48146,0.06,"ALLEN PARK, MI"
48150,0.06,"LIVONIA, MI"
48151,0.06,"LIVONIA, MI"
48152,0.06,"LIVONIA, MI"
48153,0.06,"LIVONIA, MI"
48154,0.06,"LIVONIA, MI"
48157,0.06,"LUNA PIER, MI"
48158,0.06,"WASHTENAW, MI"
48159,0.06,"MONROE, MI"
48160,0.06,"WASHTENAW, MI"
48161,0.06,"MONROE, MI"
48162,0.06,"MONROE, MI"
48164,0.06,"WAYNE, MI"
48165,0.06,"OAKLAND, MI"
48166,0.06,"MONROE, MI"
48167,0.06,"OAKLAND, MI"
48168,0.06,"NORTHVILLE, MI"
48169,0.06,"WASHTENAW, MI"
48170,0.06,"LIVONIA, MI"
48173,0.06,"GIBRALTAR, MI"
48174,0.06,"DETROIT METROPOLITAN WAYNE COUNTY AIRPORT, MI"
48175,0.06,"WASHTENAW, MI"
48176,0.06,"WASHTENAW, MI"
48177,0.06,"MONROE, MI"
48178,0.06,"OAKLAND, MI"
48179,0.06,"MONROE, MI"
48180,0.06,"ALLEN PARK, MI"
48182,0.06,"MONROE, MI"
48183,0.06,"GIBRALTAR, MI"
48184,0.06,"WESTLAND, MI"
48185,0.06,"LIVONIA, MI"
48186,0.06,"INKSTER, MI"
48187,0.06,"WAYNE, MI"
48188,0.06,"WAYNE, MI"
48189,0.06,"WASHTENAW, MI"
48190,0.06,"WASHTENAW, MI"
48191,0.06,"WASHTENAW, MI"
48192,0.06,"WYANDOTTE, MI"
48193,0.06,"WAYNE, MI"
48195,0.06,"SOUTHGATE, MI"
48197,0.06,"WASHTENAW, MI"
48198,0.06,"WAYNE, MI"
48201,0.06,"DETROIT, MI"
48202,0.06,"DETROIT, MI"
48203,0.06,"HIGHLAND PARK, MI"
48204,0.06,"DETROIT, MI"
48205,0.06,"DETROIT, MI"
48206,0.06,"DETROIT, MI"
48207,0.06,"DETROIT, MI"
48208,0.06,"DETROIT, MI"
48209,0.06,"DETROIT, MI"
48210,0.06,"DETROIT, MI"
48211,0.06,"HAMTRAMCK, MI"
48212,0.06,"HAMTRAMCK, MI"
48213,0.06,"DETROIT, MI"
48214,0.06,"DETROIT, MI"
48215,0.06,"GROSSE POINTE PARK, MI"
48216,0.06,"DETROIT, MI"
48217,0.06,"DETROIT, MI"
48218,0.06,"RIVER ROUGE, MI"
48219,0.06,"DETROIT, MI"
48220,0.06,"OAK PARK, MI"
48221,0.06,"DETROIT, MI"
48222,0.06,"DETROIT, MI"
48223,0.06,"WAYNE, MI"
48224,0.06,"HARPER WOODS, MI"
48225,0.06,"HARPER WOODS, MI"
48226,0.06,"DETROIT, MI"
48227,0.06,"DETROIT, MI"
48228,0.06,"DEARBORN HEIGHTS, MI"
48229,0.06,"RIVER ROUGE, MI"
48230,0.06,"GROSSE POINTE, MI"
48231,0.06,"DETROIT, MI"
48232,0.06,"DETROIT, MI"
48233,0.06,"DETROIT, MI"
48234,0.06,"DETROIT, MI"
48235,0.06,"DETROIT, MI"
48236,0.06,"HARPER WOODS, MI"
48237,0.06,"OAK PARK, MI"
48238,0.06,"DETROIT, MI"
48239,0.06,"WAYNE, MI"
48240,0.06,"LIVONIA, MI"
48242,0.06,"DETROIT METROPOLITAN WAYNE COUNTY AIRPORT, MI"
48243,0.06,"DETROIT, MI"
48244,0.06,"DETROIT, MI"
48255,0.06,"DETROIT, MI"
48260,0.06,"DETROIT, MI"
48264,0.06,"DETROIT, MI"
48265,0.06,"DETROIT, MI"
48266,0.06,"DETROIT, MI"
48267,0.06,"DETROIT, MI"
48268,0.06,"DETROIT, MI"
48269,0.06,"DETROIT, MI"
48272,0.06,"DETROIT, MI"
48275,0.06,"DETROIT, MI"
48277,0.06,"DETROIT, MI"
48278,0.06,"DETROIT, MI"
48279,0.06,"DETROIT, MI"
48288,0.06,"HAMTRAMCK, MI"
48301,0.06,"FRANKLIN, MI"
48302,0.06,"OAKLAND, MI"
48303,0.06,"OAKLAND, MI"
48304,0.06,"OAKLAND, MI"
48306,0.06,"MACOMB, MI"
48307,0.06,"OAKLAND, MI"
48308,0.06,"ROCHESTER, MI"
48309,0.06,"ROCHESTER, MI"
48310,0.06,"STERLING HEIGHTS, MI"
48311,0.06,"STERLING HEIGHTS, MI"
48312,0.06,"FRASER, MI"
48313,0.06,"STERLING HEIGHTS, MI"
48314,0.06,"STERLING HEIGHTS, MI"
48315,0.06,"MACOMB, MI"
48316,0.06,"MACOMB, MI"
48317,0.06,"STERLING HEIGHTS, MI"
48318,0.06,"MACOMB, MI"
48320,0.06,"OAKLAND, MI"
48321,0.06,"AUBURN HILLS, MI"
48322,0.06,"FARMINGTON HILLS, MI"
48323,0.06,"OAKLAND, MI"
48324,0.06,"OAKLAND, MI"
48325,0.06,"OAKLAND, MI"
48326,0.06,"LAKE ANGELUS, MI"
48327,0.06,"OAKLAND, MI"
48328,0.06,"OAKLAND, MI"
48329,0.06,"LAKE ANGELUS, MI"
48330,0.06,"OAKLAND, MI"
48331,0.06,"FARMINGTON HILLS, MI"
48332,0.06,"FARMINGTON, MI"
48333,0.06,"FARMINGTON HILLS, MI"
48334,0.06,"FARMINGTON HILLS, MI"
48335,0.06,"FARMINGTON HILLS, MI"
48336,0.06,"LIVONIA, MI"
48340,0.06,"PONTIAC, MI"
48341,0.06,"SYLVAN LAKE, MI"
48342,0.06,"PONTIAC, MI"
48343,0.06,"PONTIAC, MI"
48346,0.06,"OAKLAND, MI"
48347,0.06,"OAKLAND, MI"
48348,0.06,"OAKLAND, MI"
48350,0.06,"OAKLAND, MI"
48353,0.06,"LIVINGSTON, MI"
48356,0.06,"OAKLAND, MI"
48357,0.06,"OAKLAND, MI"
48359,0.06,"OAKLAND, MI"
48360,0.06,"OAKLAND, MI"
48361,0.06,"OAKLAND, MI"
48362,0.06,"OAKLAND, MI"
48363,0.06,"OAKLAND, MI"
48366,0.06,"OAKLAND, MI"
48367,0.06,"MACOMB, MI"
48370,0.06,"OAKLAND, MI"
48371,0.06,"OAKLAND, MI"
48374,0.06,"WIXOM, MI"
48375,0.06,"FARMINGTON HILLS, MI"
48376,0.06,"NOVI, MI"
48377,0.06,"WIXOM, MI"
48380,0.06,"OAKLAND, MI"
48381,0.06,"OAKLAND, MI"
48382,0.06,"OAKLAND, MI"
48383,0.06,"OAKLAND, MI"
48386,0.06,"OAKLAND, MI"
48387,0.06,"OAKLAND, MI"
48390,0.06,"WIXOM, MI"
48393,0.06,"OAKLAND, MI"
48397,0.06,"WARREN, MI"
48401,0.06,"SANILAC, MI"
48410,0.06,"SANILAC, MI"
48411,0.06,"GENESEE, MI"
48412,0.06,"LAPEER, MI"
48413,0.06,"HURON, MI"
48414,0.06,"SHIAWASSEE, MI"
48415,0.06,"TUSCOLA, MI"
48416,0.06,"SAINT CLAIR, MI"
48417,0.06,"SAGINAW, MI"
48418,0.06,"SHIAWASSEE, MI"
48419,0.06,"SANILAC, MI"
48420,0.06,"TUSCOLA, MI"
48421,0.06,"LAPEER, MI"
48422,0.06,"SANILAC, MI"
48423,0.06,"GENESEE, MI"
48426,0.06,"SANILAC, MI"
48427,0.06,"SANILAC, MI"
48428,0.06,"OAKLAND, MI"
48429,0.06,"SHIAWASSEE, MI"
48430,0.06,"OAKLAND, MI"
48432,0.06,"HURON, MI"
48433,0.06,"GENESEE, MI"
48434,0.06,"SANILAC, MI"
48435,0.06,"LAPEER, MI"
48436,0.06,"GENESEE, MI"
48437,0.06,"GENESEE, MI"
48438,0.06,"GENESEE, MI"
48439,0.06,"OAKLAND, MI"
48440,0.06,"LAPEER, MI"
48441,0.06,"HURON, MI"
48442,0.06,"OAKLAND, MI"
48444,0.06,"LAPEER, MI"
48445,0.06,"HURON, MI"
48446,0.06,"LAPEER, MI"
48449,0.06,"GENESEE, MI"
48450,0.06,"SANILAC, MI"
48451,0.06,"GENESEE, MI"
48453,0.06,"SANILAC, MI"
48454,0.06,"SAINT CLAIR, MI"
48455,0.06,"OAKLAND, MI"
48456,0.06,"SANILAC, MI"
48457,0.06,"SAGINAW, MI"
48458,0.06,"GENESEE, MI"
48460,0.06,"GENESEE, MI"
48461,0.06,"LAPEER, MI"
48462,0.06,"OAKLAND, MI"
48463,0.06,"LAPEER, MI"
48464,0.06,"LAPEER, MI"
48465,0.06,"SANILAC, MI"
48466,0.06,"SANILAC, MI"
48467,0.06,"HURON, MI"
48468,0.06,"HURON, MI"
48469,0.06,"SANILAC, MI"
48470,0.06,"SANILAC, MI"
48471,0.06,"SANILAC, MI"
48472,0.06,"SANILAC, MI"
48473,0.06,"GENESEE, MI"
48475,0.06,"SANILAC, MI"
48476,0.06,"VERNON, MI"
48480,0.06,"GRAND BLANC, MI"
48501,0.06,"FLINT, MI"
48502,0.06,"FLINT, MI"
48503,0.06,"GENESEE, MI"
48504,0.06,"GENESEE, MI"
48505,0.06,"GENESEE, MI"
48506,0.06,"GENESEE, MI"
48507,0.06,"GENESEE, MI"
48509,0.06,"GENESEE, MI"
48519,0.06,"GENESEE, MI"
48529,0.06,"FLINT, MI"
48531,0.06,"GENESEE, MI"
48532,0.06,"GENESEE, MI"
48550,0.06,"FLINT, MI"
48551,0.06,"FLINT, MI"
48552,0.06,"FLINT, MI"
48553,0.06,"FLINT, MI"
48554,0.06,"BURTON, MI"
48555,0.06,"FLINT, MI"
48556,0.06,"FLINT, MI"
48557,0.06,"FLINT, MI"
48601,0.06,"SAGINAW, MI"
48602,0.06,"SAGINAW, MI"
48603,0.06,"SAGINAW, MI"
48604,0.06,"SAGINAW, MI"
48605,0.06,"SAGINAW, MI"
48606,0.06,"SAGINAW, MI"
48607,0.06,"SAGINAW, MI"
48608,0.06,"SAGINAW, MI"
48609,0.06,"SAGINAW, MI"
48610,0.06,"OGEMAW, MI"
48611,0.06,"BAY, MI"
48612,0.06,"CLARE, MI"
48613,0.06,"ARENAC, MI"
48614,0.06,"SAGINAW, MI"
48615,0.06,"GRATIOT, MI"
48616,0.06,"SAGINAW, MI"
48617,0.06,"CLARE, MI"
48618,0.06,"GLADWIN, MI"
48619,0.06,"MONTMORENCY, MI"
48620,0.06,"MIDLAND, MI"
48621,0.06,"OSCODA, MI"
48622,0.06,"ISABELLA, MI"
48623,0.06,"MIDLAND, MI"
48624,0.06,"OGEMAW, MI"
48625,0.06,"CLARE, MI"
48626,0.06,"MIDLAND, MI"
48627,0.06,"ROSCOMMON, MI"
48628,0.06,"GLADWIN, MI"
48629,0.06,"ROSCOMMON, MI"
48630,0.06,"ROSCOMMON, MI"
48631,0.06,"BAY, MI"
48632,0.06,"ISABELLA, MI"
48633,0.06,"CLARE, MI"
48634,0.06,"BAY, MI"
48635,0.06,"OGEMAW, MI"
48636,0.06,"OSCODA, MI"
48637,0.06,"GRATIOT, MI"
48638,0.06,"SAGINAW, MI"
48640,0.06,"MIDLAND, MI"
48641,0.06,"MIDLAND, MI"
48642,0.06,"BAY, MI"
48647,0.06,"OSCODA, MI"
48649,0.06,"SAGINAW, MI"
48650,0.06,"ARENAC, MI"
48651,0.06,"ROSCOMMON, MI"
48652,0.06,"GLADWIN, MI"
48653,0.06,"ROSCOMMON, MI"
48654,0.06,"OGEMAW, MI"
48655,0.06,"SAGINAW, MI"
48656,0.06,"ROSCOMMON, MI"
48657,0.06,"MIDLAND, MI"
48658,0.06,"ARENAC, MI"
48659,0.06,"OGEMAW, MI"
48661,0.06,"OGEMAW, MI"
48662,0.06,"GRATIOT, MI"
48663,0.06,"SAGINAW, MI"
48667,0.06,"MIDLAND, MI"
48670,0.06,"MIDLAND, MI"
48674,0.06,"MIDLAND, MI"
48686,0.06,"MIDLAND, MI"
48701,0.06,"TUSCOLA, MI"
48703,0.06,"ARENAC, MI"
48705,0.06,"ALCONA, MI"
48706,0.06,"BAY, MI"
48707,0.06,"BAY CITY, MI"
48708,0.06,"SAGINAW, MI"
48710,0.06,"BAY, MI"
48720,0.06,"HURON, MI"
48721,0.06,"ALCONA, MI"
48722,0.06,"SAGINAW, MI"
48723,0.06,"TUSCOLA, MI"
48724,0.06,"SAGINAW, MI"
48725,0.06,"HURON, MI"
48726,0.06,"TUSCOLA, MI"
48727,0.06,"LAPEER, MI"
48728,0.06,"ALCONA, MI"
48729,0.06,"TUSCOLA, MI"
48730,0.06,"EAST TAWAS, MI"
48731,0.06,"HURON, MI"
48732,0.06,"BAY, MI"
48733,0.06,"TUSCOLA, MI"
48734,0.06,"TUSCOLA, MI"
48735,0.06,"HURON, MI"
48737,0.06,"ALCONA, MI"
48738,0.06,"IOSCO, MI"
48739,0.06,"OGEMAW, MI"
48740,0.06,"ALCONA, MI"
48741,0.06,"SANILAC, MI"
48742,0.06,"ALCONA, MI"
48743,0.06,"OGEMAW, MI"
48744,0.06,"TUSCOLA, MI"
48745,0.06,"ALCONA, MI"
48746,0.06,"TUSCOLA, MI"
48747,0.06,"SAGINAW, MI"
48748,0.06,"IOSCO, MI"
48749,0.06,"ARENAC, MI"
48750,0.06,"IOSCO, MI"
48754,0.06,"HURON, MI"
48755,0.06,"HURON, MI"
48756,0.06,"OGEMAW, MI"
48757,0.06,"SAGINAW, MI"
48758,0.06,"TUSCOLA, MI"
48759,0.06,"TUSCOLA, MI"
48760,0.06,"LAPEER, MI"
48761,0.06,"OGEMAW, MI"
48762,0.06,"ALCONA, MI"
48763,0.06,"TAWAS CITY, MI"
48764,0.06,"TAWAS CITY, MI"
48765,0.06,"ARENAC, MI"
48766,0.06,"ARENAC, MI"
48767,0.06,"TUSCOLA, MI"
48768,0.06,"TUSCOLA, MI"
48770,0.06,"OGEMAW, MI"
48787,0.06,"FRANKENMUTH, MI"
48801,0.06,"GRATIOT, MI"
48804,0.06,"MOUNT PLEASANT, MI"
48805,0.06,"INGHAM, MI"
48806,0.06,"GRATIOT, MI"
48807,0.06,"SAGINAW, MI"
48808,0.06,"CLINTON, MI"
48809,0.06,"IONIA, MI"
48811,0.06,"MONTCALM, MI"
48812,0.06,"MONTCALM, MI"
48813,0.06,"EATON, MI"
48815,0.06,"IONIA, MI"
48816,0.06,"LIVINGSTON, MI"
48817,0.06,"SHIAWASSEE, MI"
48818,0.06,"MONTCALM, MI"
48819,0.06,"INGHAM, MI"
48820,0.06,"CLINTON, MI"
48821,0.06,"INGHAM, MI"
48822,0.06,"CLINTON, MI"
48823,0.06,"CLINTON, MI"
48824,0.06,"EAST LANSING, MI"
48825,0.06,"EAST LANSING, MI"
48826,0.06,"EAST LANSING, MI"
48827,0.06,"INGHAM, MI"
48829,0.06,"MONTCALM, MI"
48830,0.06,"GRATIOT, MI"
48831,0.06,"SAGINAW, MI"
48832,0.06,"GRATIOT, MI"
48833,0.06,"CLINTON, MI"
48834,0.06,"MONTCALM, MI"
48835,0.06,"CLINTON, MI"
48836,0.06,"SHIAWASSEE, MI"
48837,0.06,"EATON, MI"
48838,0.06,"MONTCALM, MI"
48840,0.06,"CLINTON, MI"
48841,0.06,"SAGINAW, MI"
48842,0.06,"INGHAM, MI"
48843,0.06,"LIVINGSTON, MI"
48844,0.06,"HOWELL, MI"
48845,0.06,"MONTCALM, MI"
48846,0.06,"IONIA, MI"
48847,0.06,"GRATIOT, MI"
48848,0.06,"CLINTON, MI"
48849,0.06,"IONIA, MI"
48850,0.06,"MONTCALM, MI"
48851,0.06,"IONIA, MI"
48852,0.06,"MCBRIDE, MI"
48853,0.06,"MAPLE RAPIDS, MI"
48854,0.06,"INGHAM, MI"
48855,0.06,"LIVINGSTON, MI"
48856,0.06,"GRATIOT, MI"
48857,0.06,"SHIAWASSEE, MI"
48858,0.06,"ISABELLA, MI"
48859,0.06,"MOUNT PLEASANT, MI"
48860,0.06,"MUIR, MI"
48861,0.06,"IONIA, MI"
48862,0.06,"GRATIOT, MI"
48864,0.06,"INGHAM, MI"
48865,0.06,"IONIA, MI"
48866,0.06,"SHIAWASSEE, MI"
48867,0.06,"SHIAWASSEE, MI"
48870,0.06,"IONIA, MI"
48871,0.06,"GRATIOT, MI"
48872,0.06,"SHIAWASSEE, MI"
48873,0.06,"CLINTON, MI"
48874,0.06,"GRATIOT, MI"
48875,0.06,"IONIA, MI"
48876,0.06,"EATON, MI"
48877,0.06,"GRATIOT, MI"
48878,0.06,"ISABELLA, MI"
48879,0.06,"CLINTON, MI"
48880,0.06,"GRATIOT, MI"
48881,0.06,"IONIA, MI"
48882,0.06,"SHIAWASSEE, MI"
48883,0.06,"ISABELLA, MI"
48884,0.06,"MONTCALM, MI"
48885,0.06,"MONTCALM, MI"
48886,0.06,"MONTCALM, MI"
48887,0.06,"IONIA, MI"
48888,0.06,"MONTCALM, MI"
48889,0.06,"MONTCALM, MI"
48890,0.06,"IONIA, MI"
48891,0.06,"GRATIOT, MI"
48892,0.06,"INGHAM, MI"
48893,0.06,"ISABELLA, MI"
48894,0.06,"IONIA, MI"
48895,0.06,"INGHAM, MI"
48896,0.06,"ISABELLA, MI"
48897,0.06,"BARRY, MI"
48901,0.06,"INGHAM, MI"
48906,0.06,"CLINTON, MI"
48908,0.06,"EAST LANSING, MI"
48909,0.06,"INGHAM, MI"
48910,0.06,"INGHAM, MI"
48911,0.06,"INGHAM, MI"
48912,0.06,"INGHAM, MI"
48913,0.06,"EATON, MI"
48915,0.06,"EAST LANSING, MI"
48916,0.06,"LANSING, MI"
48917,0.06,"INGHAM, MI"
48918,0.06,"EATON, MI"
48919,0.06,"LANSING, MI"
48922,0.06,"LANSING, MI"
48924,0.06,"INGHAM, MI"
48929,0.06,"LANSING, MI"
48930,0.06,"LANSING, MI"
48933,0.06,"LANSING, MI"
48937,0.06,"LANSING, MI"
48951,0.06,"LANSING, MI"
48956,0.06,"LANSING, MI"
48980,0.06,"EATON, MI"
49001,0.06,"KALAMAZOO, MI"
49002,0.06,"SCHOOLCRAFT (KALAMAZOO), MI"
49003,0.06,"KALAMAZOO, MI"
49004,0.06,"RICHLAND (KALAMAZOO), MI"
49005,0.06,"KALAMAZOO, MI"
49006,0.06,"KALAMAZOO, MI"
49007,0.06,"KALAMAZOO, MI"
49008,0.06,"OSHTEMO, MI"
49009,0.06,"KALAMAZOO, MI"
49010,0.06,"ALLEGAN, MI"
49011,0.06,"WAKESHMA, MI"
49012,0.06,"ROSS, MI"
49013,0.06,"VAN BUREN, MI"
49014,0.06,"EATON, MI"
49015,0.06,"CHARLESTON, MI"
49016,0.06,"BATTLE CREEK, MI"
49017,0.06,"BARRY, MI"
49018,0.06,"BATTLE CREEK, MI"
49019,0.06,"OSHTEMO, MI"
49020,0.06,"CALHOUN, MI"
49021,0.06,"BARRY, MI"
49022,0.06,"BERRIEN, MI"
49023,0.06,"BENTON HARBOR, MI"
49024,0.06,"SCHOOLCRAFT (KALAMAZOO), MI"
49026,0.06,"VAN BUREN, MI"
49027,0.06,"BREEDSVILLE, MI"
49028,0.06,"BRANCH, MI"
49029,0.06,"CALHOUN, MI"
49030,0.06,"BRANCH, MI"
49031,0.06,"CASS, MI"
49032,0.06,"SAINT JOSEPH, MI"
49033,0.06,"CALHOUN, MI"
49034,0.06,"PAVILION, MI"
49035,0.06,"BARRY, MI"
49036,0.06,"BRANCH, MI"
49037,0.06,"ROSS, MI"
49038,0.06,"BERRIEN, MI"
49039,0.06,"BERRIEN, MI"
49040,0.06,"SAINT JOSEPH, MI"
49041,0.06,"COMSTOCK, MI"
49042,0.06,"SAINT JOSEPH, MI"
49043,0.06,"VAN BUREN, MI"
49045,0.06,"VAN BUREN, MI"
49046,0.06,"BARRY, MI"
49047,0.06,"CASS, MI"
49048,0.06,"RICHLAND (KALAMAZOO), MI"
49050,0.06,"BARRY, MI"
49051,0.06,"CALHOUN, MI"
49052,0.06,"WAKESHMA, MI"
49053,0.06,"RICHLAND (KALAMAZOO), MI"
49055,0.06,"VAN BUREN, MI"
49056,0.06,"VAN BUREN, MI"
49057,0.06,"VAN BUREN, MI"
49058,0.06,"BARRY, MI"
49060,0.06,"RICHLAND (KALAMAZOO), MI"
49061,0.06,"CASS, MI"
49062,0.06,"VAN BUREN, MI"
49063,0.06,"VAN BUREN, MI"
49064,0.06,"VAN BUREN, MI"
49065,0.06,"PRAIRIE RONDE, MI"
49066,0.06,"SAINT JOSEPH, MI"
49067,0.06,"PRAIRIE RONDE, MI"
49068,0.06,"CALHOUN, MI"
49070,0.06,"ALLEGAN, MI"
49071,0.06,"TEXAS, MI"
49072,0.06,"WAKESHMA, MI"
49073,0.06,"BARRY, MI"
49074,0.06,"KALAMAZOO, MI"
49075,0.06,"SAINT JOSEPH, MI"
49076,0.06,"EATON, MI"
49077,0.06,"OSHTEMO, MI"
49078,0.06,"ALAMO, MI"
49079,0.06,"VAN BUREN, MI"
49080,0.06,"RICHLAND (KALAMAZOO), MI"
49081,0.06,"PORTAGE, MI"
49082,0.06,"BRANCH, MI"
49083,0.06,"RICHLAND, MI"
49084,0.06,"BERRIEN, MI"
49085,0.06,"BENTON HARBOR, MI"
49087,0.06,"SCHOOLCRAFT, MI"
49088,0.06,"WAKESHMA, MI"
49089,0.06,"BRANCH, MI"
49090,0.06,"VAN BUREN, MI"
49091,0.06,"SAINT JOSEPH, MI"
49092,0.06,"CALHOUN, MI"
49093,0.06,"SAINT JOSEPH, MI"
49094,0.06,"BRANCH, MI"
49095,0.06,"CASS, MI"
49096,0.06,"EATON, MI"
49097,0.06,"SCHOOLCRAFT (KALAMAZOO), MI"
49098,0.06,"BERRIEN, MI"
49099,0.06,"SAINT JOSEPH, MI"
49101,0.06,"BERRIEN, MI"
49102,0.06,"BERRIEN, MI"
49103,0.06,"BERRIEN, MI"
49104,0.06,"BERRIEN, MI"
49106,0.06,"BERRIEN, MI"
49107,0.06,"BERRIEN, MI"
49111,0.06,"BERRIEN, MI"
49112,0.06,"CASS, MI"
49113,0.06,"BERRIEN, MI"
49115,0.06,"BERRIEN, MI"
49116,0.06,"BERRIEN, MI"
49117,0.06,"BERRIEN, MI"
49119,0.06,"BERRIEN, MI"
49120,0.06,"BERRIEN, MI"
49125,0.06,"BERRIEN, MI"
49126,0.06,"BERRIEN, MI"
49127,0.06,"BERRIEN, MI"
49128,0.06,"BERRIEN, MI"
49129,0.06,"BERRIEN, MI"
49130,0.06,"EDWARDSBURG, MI"
49201,0.06,"JACKSON, MI"
49202,0.06,"JACKSON, MI"
49203,0.06,"JACKSON, MI"
49204,0.06,"JACKSON, MI"
49220,0.06,"ADDISON, MI"
49221,0.06,"LENAWEE, MI"
49224,0.06,"CALHOUN, MI"
49227,0.06,"HILLSDALE, MI"
49228,0.06,"LENAWEE, MI"
49229,0.06,"LENAWEE, MI"
49230,0.06,"LENAWEE, MI"
49232,0.06,"HILLSDALE, MI"
49233,0.06,"JACKSON, MI"
49234,0.06,"JACKSON, MI"
49235,0.06,"LENAWEE, MI"
49236,0.06,"WASHTENAW, MI"
49237,0.06,"CALHOUN, MI"
49238,0.06,"LENAWEE, MI"
49239,0.06,"HILLSDALE, MI"
49240,0.06,"JACKSON, MI"
49241,0.06,"HILLSDALE, MI"
49242,0.06,"HILLSDALE, MI"
49245,0.06,"CALHOUN, MI"
49246,0.06,"JACKSON, MI"
49247,0.06,"LENAWEE, MI"
49248,0.06,"LENAWEE, MI"
49249,0.06,"HILLSDALE, MI"
49250,0.06,"HILLSDALE, MI"
49251,0.06,"INGHAM, MI"
49252,0.06,"HILLSDALE, MI"
49253,0.06,"LENAWEE, MI"
49254,0.06,"JACKSON, MI"
49255,0.06,"BRANCH, MI"
49256,0.06,"LENAWEE, MI"
49257,0.06,"HILLSDALE, MI"
49258,0.06,"HILLSDALE, MI"
49259,0.06,"JACKSON, MI"
49261,0.06,"JACKSON, MI"
49262,0.06,"HILLSDALE, MI"
49263,0.06,"JACKSON, MI"
49264,0.06,"INGHAM, MI"
49265,0.06,"LENAWEE, MI"
49266,0.06,"HILLSDALE, MI"
49267,0.06,"MONROE, MI"
49268,0.06,"LENAWEE, MI"
49269,0.06,"JACKSON, MI"
49270,0.06,"MONROE, MI"
49271,0.06,"HILLSDALE, MI"
49272,0.06,"JACKSON, MI"
49274,0.06,"BRANCH, MI"
49276,0.06,"LENAWEE, MI"
49277,0.06,"JACKSON, MI"
49279,0.06,"LENAWEE, MI"
49281,0.06,"HILLSDALE, MI"
49282,0.06,"HILLSDALE, MI"
49283,0.06,"JACKSON, MI"
49284,0.06,"EATON, MI"
49285,0.06,"WASHTENAW, MI"
49286,0.06,"LENAWEE, MI"
49287,0.06,"LENAWEE, MI"
49288,0.06,"HILLSDALE, MI"
49289,0.06,"LENAWEE, MI"
49301,0.06,"KENT, MI"
49302,0.06,"KENT, MI"
49303,0.06,"NEWAYGO, MI"
49304,0.06,"LAKE, MI"
49305,0.06,"MECOSTA, MI"
49306,0.06,"KENT, MI"
49307,0.06,"MECOSTA, MI"
49309,0.06,"NEWAYGO, MI"
49310,0.06,"ISABELLA, MI"
49311,0.06,"ALLEGAN, MI"
49312,0.06,"NEWAYGO, MI"
49314,0.06,"ALLEGAN, MI"
49315,0.06,"KENT, MI"
49316,0.06,"ALLEGAN, MI"
49317,0.06,"KENT, MI"
49318,0.06,"MUSKEGON, MI"
49319,0.06,"KENT, MI"
49320,0.06,"MECOSTA, MI"
49321,0.06,"KENT, MI"
49322,0.06,"MONTCALM, MI"
49323,0.06,"ALLEGAN, MI"
49325,0.06,"IONIA, MI"
49326,0.06,"MONTCALM, MI"
49327,0.06,"NEWAYGO, MI"
49328,0.06,"ALLEGAN, MI"
49329,0.06,"MONTCALM, MI"
49330,0.06,"MUSKEGON, MI"
49331,0.06,"IONIA, MI"
49332,0.06,"MECOSTA, MI"
49333,0.06,"ALLEGAN, MI"
49335,0.06,"ALLEGAN, MI"
49336,0.06,"MECOSTA, MI"
49337,0.06,"MECOSTA, MI"
49338,0.06,"NEWAYGO, MI"
49339,0.06,"MONTCALM, MI"
49340,0.06,"ISABELLA, MI"
49341,0.06,"KENT, MI"
49342,0.06,"MECOSTA, MI"
49343,0.06,"MONTCALM, MI"
49344,0.06,"ALLEGAN, MI"
49345,0.06,"OTTAWA, MI"
49346,0.06,"MECOSTA, MI"
49347,0.06,"MONTCALM, MI"
49348,0.06,"ALLEGAN, MI"
49349,0.06,"NEWAYGO, MI"
49351,0.06,"ROCKFORD, MI"
49355,0.06,"KENT, MI"
49356,0.06,"KENT, MI"
49357,0.06,"KENT, MI"
49401,0.06,"GEORGETOWN, MI"
49402,0.06,"MASON, MI"
49403,0.06,"OTTAWA, MI"
49404,0.06,"COOPERSVILLE, MI"
49405,0.06,"MASON, MI"
49406,0.06,"DOUGLAS, MI"
49408,0.06,"DOUGLAS, MI"
49409,0.06,"FERRYSBURG, MI"
49410,0.06,"MASON, MI"
49411,0.06,"MASON, MI"
49412,0.06,"NEWAYGO, MI"
49413,0.06,"FREMONT, MI"
49415,0.06,"OTTAWA, MI"
49416,0.06,"ALLEGAN, MI"
49417,0.06,"OTTAWA, MI"
49418,0.06,"GEORGETOWN, MI"
49419,0.06,"ALLEGAN, MI"
49420,0.06,"HART, MI"
49421,0.06,"NEWAYGO, MI"
49422,0.06,"HOLLAND, MI"
49423,0.06,"ZEELAND, MI"
49424,0.06,"ZEELAND, MI"
49425,0.06,"MUSKEGON, MI"
49426,0.06,"GEORGETOWN, MI"
49427,0.06,"OTTAWA, MI"
49428,0.06,"GEORGETOWN, MI"
49429,0.06,"GEORGETOWN, MI"
49430,0.06,"OTTAWA, MI"
49431,0.06,"MASON, MI"
49434,0.06,"OTTAWA, MI"
49435,0.06,"OTTAWA, MI"
49436,0.06,"OCEANA, MI"
49437,0.06,"MUSKEGON, MI"
49440,0.06,"MUSKEGON, MI"
49441,0.06,"MUSKEGON, MI"
49442,0.06,"MUSKEGON, MI"
49443,0.06,"MUSKEGON, MI"
49444,0.06,"MUSKEGON, MI"
