ZipCode,EstimatedCombinedRate,TaxRegionName
11239,0.08875,"NEW YORK CITY, NY"
11241,0.08875,"NEW YORK CITY, NY"
11242,0.08875,"NEW YORK CITY, NY"
11243,0.08875,"NEW YORK CITY, NY"
11245,0.08875,"NEW YORK CITY, NY"
11247,0.08875,"NEW YORK CITY, NY"
11249,0.08875,"NEW YORK CITY, NY"
11251,0.08875,"NEW YORK CITY, NY"
11252,0.08875,"NEW YORK CITY, NY"
11256,0.08875,"NEW YORK CITY, NY"
11351,0.08875,"NEW YORK CITY, NY"
11352,0.08875,"NEW YORK CITY, NY"
11354,0.08875,"NEW YORK CITY, NY"
11355,0.08875,"NEW YORK CITY, NY"
11356,0.08875,"NEW YORK CITY, NY"
11357,0.08875,"NEW YORK CITY, NY"
11358,0.08875,"NEW YORK CITY, NY"
11359,0.08875,"NEW YORK CITY, NY"
11360,0.08875,"NEW YORK CITY, NY"
11361,0.08875,"NEW YORK CITY, NY"
11362,0.08875,"NEW YORK CITY, NY"
11363,0.08875,"NEW YORK CITY, NY"
11364,0.08875,"NEW YORK CITY, NY"
11365,0.08875,"NEW YORK CITY, NY"
11366,0.08875,"NEW YORK CITY, NY"
11367,0.08875,"NEW YORK CITY, NY"
11368,0.08875,"NEW YORK CITY, NY"
11369,0.08875,"NEW YORK CITY, NY"
11370,0.08875,"NEW YORK CITY, NY"
11371,0.08875,"NEW YORK CITY, NY"
11372,0.08875,"NEW YORK CITY, NY"
11373,0.08875,"NEW YORK CITY, NY"
11374,0.08875,"NEW YORK CITY, NY"
11375,0.08875,"NEW YORK CITY, NY"
11377,0.08875,"NEW YORK CITY, NY"
11378,0.08875,"NEW YORK CITY, NY"
11379,0.08875,"NEW YORK CITY, NY"
11380,0.08875,"NEW YORK CITY, NY"
11385,0.08875,"NEW YORK CITY, NY"
11386,0.08875,"NEW YORK CITY, NY"
11405,0.08875,"NEW YORK CITY, NY"
11411,0.08875,"NEW YORK CITY, NY"
11412,0.08875,"NEW YORK CITY, NY"
11413,0.08875,"NEW YORK CITY, NY"
11414,0.08875,"NEW YORK CITY, NY"
11415,0.08875,"NEW YORK CITY, NY"
11416,0.08875,"NEW YORK CITY, NY"
11417,0.08875,"NEW YORK CITY, NY"
11418,0.08875,"NEW YORK CITY, NY"
11419,0.08875,"NEW YORK CITY, NY"
11420,0.08875,"NEW YORK CITY, NY"
11421,0.08875,"NEW YORK CITY, NY"
11422,0.08875,"NEW YORK CITY, NY"
11423,0.08875,"NEW YORK CITY, NY"
11424,0.08875,"NEW YORK CITY, NY"
11425,0.08875,"NEW YORK CITY, NY"
11426,0.08875,"NEW YORK CITY, NY"
11427,0.08875,"NEW YORK CITY, NY"
11428,0.08875,"NEW YORK CITY, NY"
11429,0.08875,"NEW YORK CITY, NY"
11430,0.08875,"NEW YORK CITY, NY"
11431,0.08875,"NEW YORK CITY, NY"
11432,0.08875,"NEW YORK CITY, NY"
11433,0.08875,"NEW YORK CITY, NY"
11434,0.08875,"NEW YORK CITY, NY"
11435,0.08875,"NEW YORK CITY, NY"
11436,0.08875,"NEW YORK CITY, NY"
11437,0.08875,"NEW YORK CITY, NY"
11439,0.08875,"NEW YORK CITY, NY"
11451,0.08875,"NEW YORK CITY, NY"
11499,0.08875,"NEW YORK CITY, NY"
11501,0.08625,"HEMPSTEAD TOWN, NY"
11507,0.08625,"NORTH HEMPSTEAD, NY"
11509,0.08625,"HEMPSTEAD TOWN, NY"
11510,0.08625,"ROCKVILLE CENTRE VILLAGE, NY"
11514,0.08625,"NORTH HEMPSTEAD, NY"
11516,0.08625,"HEMPSTEAD TOWN, NY"
11518,0.08625,"HEMPSTEAD TOWN, NY"
11520,0.08625,"HEMPSTEAD TOWN, NY"
11530,0.08625,"HEMPSTEAD TOWN, NY"
11531,0.08625,"GARDEN CITY VILLAGE, NY"
11542,0.08625,"GLEN COVE, NY"
11545,0.08625,"GLEN COVE, NY"
11547,0.08625,"NORTH HEMPSTEAD, NY"
11548,0.08625,"NORTH HEMPSTEAD, NY"
11549,0.08625,"HEMPSTEAD TOWN, NY"
11550,0.08625,"ROCKVILLE CENTRE VILLAGE, NY"
11551,0.08625,"HEMPSTEAD VILLAGE, NY"
11552,0.08625,"HEMPSTEAD TOWN, NY"
11553,0.08625,"HEMPSTEAD TOWN, NY"
11554,0.08625,"HEMPSTEAD TOWN, NY"
11555,0.08625,"HEMPSTEAD TOWN, NY"
11556,0.08625,"HEMPSTEAD TOWN, NY"
11557,0.08625,"HEMPSTEAD TOWN, NY"
11558,0.08625,"HEMPSTEAD TOWN, NY"
11559,0.08875,"NEW YORK CITY, NY"
11560,0.08625,"GLEN COVE, NY"
11561,0.08625,"LONG BEACH SCHOOL DISTRICT, NY"
11563,0.08625,"ROCKVILLE CENTRE VILLAGE, NY"
11565,0.08625,"HEMPSTEAD TOWN, NY"
11566,0.08625,"HEMPSTEAD TOWN, NY"
11568,0.08625,"OLD WESTBURY VILLAGE, NY"
11569,0.08625,"LONG BEACH SCHOOL DISTRICT, NY"
11570,0.08625,"ROCKVILLE CENTRE VILLAGE, NY"
11571,0.08625,"ROCKVILLE CENTRE VILLAGE, NY"
11572,0.08625,"ROCKVILLE CENTRE VILLAGE, NY"
11575,0.08625,"HEMPSTEAD TOWN, NY"
11576,0.08625,"NORTH HEMPSTEAD, NY"
11577,0.08625,"NORTH HEMPSTEAD, NY"
11579,0.08625,"GLEN COVE, NY"
11580,0.08875,"NEW YORK CITY, NY"
11581,0.08625,"HEMPSTEAD TOWN, NY"
11582,0.08625,"VALLEY STREAM VILLAGE, NY"
11590,0.08625,"NORTH HEMPSTEAD, NY"
11596,0.08625,"NORTH HEMPSTEAD, NY"
11598,0.08625,"HEMPSTEAD TOWN, NY"
11599,0.08625,"HEMPSTEAD TOWN, NY"
11690,0.08875,"NEW YORK CITY, NY"
11691,0.08875,"NEW YORK CITY, NY"
11692,0.08875,"NEW YORK CITY, NY"
11693,0.08875,"NEW YORK CITY, NY"
11694,0.08875,"NEW YORK CITY, NY"
11695,0.08875,"NEW YORK CITY, NY"
11697,0.08875,"NEW YORK CITY, NY"
11701,0.0875,"BABYLON, NY"
11702,0.0875,"BABYLON, NY"
11703,0.0875,"BABYLON, NY"
11704,0.0875,"BABYLON, NY"
11705,0.0875,"ISLIP, NY"
11706,0.0875,"ISLIP, NY"
11707,0.0875,"BABYLON VILLAGE, NY"
11709,0.08625,"BAYVILLE VILLAGE, NY"
11710,0.08625,"HEMPSTEAD TOWN, NY"
11713,0.0875,"BROOKHAVEN, NY"
11714,0.08625,"HEMPSTEAD TOWN, NY"
11715,0.0875,"ISLIP, NY"
11716,0.0875,"ISLIP, NY"
11717,0.0875,"ISLIP, NY"
11718,0.0875,"ISLIP, NY"
11719,0.0875,"BROOKHAVEN, NY"
11720,0.0875,"BROOKHAVEN, NY"
11721,0.0875,"HUNTINGTON, NY"
11722,0.0875,"ISLIP, NY"
11724,0.0875,"HUNTINGTON, NY"
11725,0.0875,"SMITHTOWN, NY"
11726,0.0875,"BABYLON, NY"
11727,0.0875,"BROOKHAVEN, NY"
11729,0.0875,"BABYLON, NY"
11730,0.0875,"ISLIP, NY"
11731,0.0875,"SMITHTOWN, NY"
11732,0.08625,"OYSTER BAY, NY"
11733,0.0875,"BROOKHAVEN, NY"
11735,0.0875,"BABYLON, NY"
11737,0.0875,"BABYLON, NY"
11738,0.0875,"BROOKHAVEN, NY"
11739,0.0875,"ISLIP, NY"
11740,0.0875,"HUNTINGTON, NY"
11741,0.0875,"ISLIP, NY"
11742,0.0875,"ISLIP, NY"
11743,0.0875,"HUNTINGTON, NY"
11746,0.0875,"BABYLON, NY"
11747,0.0875,"BABYLON, NY"
11749,0.0875,"ISLIP, NY"
11751,0.0875,"ISLIP, NY"
11752,0.0875,"ISLIP, NY"
11753,0.08625,"OYSTER BAY, NY"
11754,0.0875,"SMITHTOWN, NY"
11755,0.0875,"SMITHTOWN, NY"
11756,0.08625,"HEMPSTEAD TOWN, NY"
11757,0.0875,"BABYLON, NY"
11758,0.0875,"AMITYVILLE VILLAGE, NY"
11760,0.0875,"ISLANDIA VILLAGE, NY"
11762,0.08625,"OYSTER BAY, NY"
11763,0.0875,"BROOKHAVEN, NY"
11764,0.0875,"BROOKHAVEN, NY"
11765,0.08625,"MATINECOCK VILLAGE, NY"
11766,0.0875,"BROOKHAVEN, NY"
11767,0.0875,"SMITHTOWN, NY"
11768,0.0875,"SMITHTOWN, NY"
11769,0.0875,"ISLIP, NY"
11770,0.0875,"ISLIP, NY"
11771,0.08625,"CENTRE ISLAND VILLAGE, NY"
11772,0.0875,"ISLIP, NY"
11773,0.08625,"MUTTONTOWN VILLAGE, NY"
11775,0.0875,"HUNTINGTON, NY"
11776,0.0875,"BROOKHAVEN, NY"
11777,0.0875,"BROOKHAVEN, NY"
11778,0.0875,"BROOKHAVEN, NY"
11779,0.0875,"ISLIP, NY"
11780,0.0875,"SMITHTOWN, NY"
11782,0.0875,"ISLIP, NY"
11783,0.08625,"HEMPSTEAD TOWN, NY"
11784,0.0875,"BROOKHAVEN, NY"
11786,0.0875,"BROOKHAVEN, NY"
11787,0.0875,"SMITHTOWN, NY"
11788,0.0875,"SMITHTOWN, NY"
11789,0.0875,"BROOKHAVEN, NY"
11790,0.0875,"SMITHTOWN, NY"
11791,0.0875,"HUNTINGTON, NY"
11792,0.0875,"RIVERHEAD, NY"
11793,0.08625,"HEMPSTEAD TOWN, NY"
11794,0.0875,"BROOKHAVEN, NY"
11795,0.0875,"ISLIP, NY"
11796,0.0875,"ISLIP, NY"
11797,0.0875,"HUNTINGTON, NY"
11798,0.0875,"BABYLON, NY"
11801,0.08625,"NORTH HEMPSTEAD, NY"
11802,0.08625,"OYSTER BAY, NY"
11803,0.08625,"OYSTER BAY, NY"
11804,0.08625,"OYSTER BAY, NY"
11805,0.0875,"SOUTHAMPTON, NY"
11815,0.08625,"OYSTER BAY, NY"
11853,0.08625,"OYSTER BAY, NY"
11901,0.0875,"SOUTHAMPTON, NY"
11930,0.0875,"EAST HAMPTON, NY"
11931,0.0875,"RIVERHEAD, NY"
11932,0.0875,"SOUTHAMPTON, NY"
11933,0.0875,"RIVERHEAD, NY"
11934,0.0875,"BROOKHAVEN, NY"
11935,0.0875,"SOUTHOLD, NY"
11937,0.0875,"SOUTHAMPTON, NY"
11939,0.0875,"SOUTHOLD, NY"
11940,0.0875,"BROOKHAVEN, NY"
11941,0.0875,"SOUTHAMPTON, NY"
11942,0.0875,"SOUTHAMPTON, NY"
11944,0.0875,"SOUTHOLD, NY"
11946,0.0875,"SOUTHAMPTON, NY"
11947,0.0875,"RIVERHEAD, NY"
11948,0.0875,"SOUTHOLD, NY"
11949,0.0875,"RIVERHEAD, NY"
11950,0.0875,"BROOKHAVEN, NY"
11951,0.0875,"BROOKHAVEN, NY"
11952,0.0875,"SOUTHOLD, NY"
11953,0.0875,"BROOKHAVEN, NY"
11954,0.0875,"EAST HAMPTON, NY"
11955,0.0875,"BROOKHAVEN, NY"
11956,0.0875,"SOUTHOLD, NY"
11957,0.0875,"SOUTHOLD, NY"
11958,0.0875,"SOUTHOLD, NY"
11959,0.0875,"SOUTHAMPTON, NY"
11960,0.0875,"SOUTHAMPTON, NY"
11961,0.0875,"BROOKHAVEN, NY"
11962,0.0875,"SOUTHAMPTON, NY"
11963,0.0875,"SOUTHAMPTON, NY"
11964,0.0875,"SHELTER ISLAND, NY"
11965,0.0875,"SHELTER ISLAND, NY"
11967,0.0875,"BROOKHAVEN, NY"
11968,0.0875,"SOUTHAMPTON, NY"
11969,0.0875,"SOUTHAMPTON VILLAGE, NY"
11970,0.0875,"RIVERHEAD, NY"
11971,0.0875,"SOUTHOLD, NY"
11972,0.0875,"SOUTHAMPTON, NY"
11973,0.0875,"BROOKHAVEN, NY"
11975,0.0875,"EAST HAMPTON, NY"
11976,0.0875,"SOUTHAMPTON, NY"
11977,0.0875,"SOUTHAMPTON, NY"
11978,0.0875,"SOUTHAMPTON, NY"
11980,0.0875,"BROOKHAVEN, NY"
12007,0.08,"COEYMANS, NY"
12008,0.08,"GLENVILLE, NY"
12009,0.08,"BERNE, NY"
12010,0.08,"PERTH, NY"
12015,0.08,"COXSACKIE, NY"
12016,0.08,"GLEN, NY"
12017,0.08,"AUSTERLITZ, NY"
12018,0.08,"STEPHENTOWN, NY"
12019,0.08,"GLENVILLE, NY"
12020,0.07,"MILTON, NY"
12022,0.08,"BERLIN, NY"
12023,0.08,"WESTERLO, NY"
12024,0.08,"CHATHAM, NY"
12025,0.08,"MAYFIELD, NY"
12027,0.08,"GLENVILLE, NY"
12028,0.08,"PITTSTOWN, NY"
12029,0.08,"NEW LEBANON, NY"
12031,0.08,"CARLISLE, NY"
12032,0.08,"BLEECKER, NY"
12033,0.08,"SCHODACK, NY"
12035,0.08,"SCHOHARIE, NY"
12036,0.08,"SUMMIT, NY"
12037,0.08,"AUSTERLITZ, NY"
12040,0.08,"BERLIN, NY"
12041,0.08,"COEYMANS, NY"
12042,0.08,"GREENVILLE  GREENE COUNTY, NY"
12043,0.08,"SEWARD, NY"
12045,0.08,"COEYMANS, NY"
12046,0.08,"COEYMANS, NY"
12047,0.08,"COHOES SCHOOL DISTRICT, NY"
12050,0.08,"STOCKPORT, NY"
12051,0.08,"COXSACKIE, NY"
12052,0.08,"BERLIN, NY"
12053,0.08,"WRIGHT, NY"
12054,0.08,"BETHLEHEM, NY"
12055,0.08,"WESTERLO, NY"
12056,0.08,"PRINCETOWN, NY"
12057,0.08,"HOOSICK, NY"
12058,0.08,"GREENVILLE  GREENE COUNTY, NY"
12059,0.08,"WESTERLO, NY"
12060,0.08,"AUSTERLITZ, NY"
12061,0.08,"SAND LAKE, NY"
12062,0.08,"STEPHENTOWN, NY"
12063,0.08,"SCHODACK, NY"
12064,0.08,"SUMMIT, NY"
12065,0.08,"COHOES SCHOOL DISTRICT, NY"
12066,0.08,"DUANESBURG, NY"
12067,0.08,"COEYMANS, NY"
12068,0.08,"JOHNSTOWN SCHOOL DISTRICT, NY"
12069,0.08,"FLORIDA, NY"
12070,0.08,"PERTH, NY"
12071,0.08,"FULTON, NY"
12072,0.08,"ROOT, NY"
12073,0.08,"WRIGHT, NY"
12074,0.07,"PROVIDENCE, NY"
12075,0.08,"GHENT, NY"
12076,0.08,"BLENHEIM, NY"
12077,0.08,"BETHLEHEM, NY"
12078,0.08,"CAROGA, NY"
12082,0.08,"GRAFTON, NY"
12083,0.08,"GREENVILLE  GREENE COUNTY, NY"
12084,0.08,"ALBANY, NY"
12085,0.08,"GUILDERLAND, NY"
12086,0.08,"PERTH, NY"
12087,0.08,"GREENVILLE  GREENE COUNTY, NY"
12089,0.08,"HOOSICK, NY"
12090,0.08,"PITTSTOWN, NY"
12092,0.08,"COBLESKILL, NY"
12093,0.08,"SUMMIT, NY"
12094,0.08,"PITTSTOWN, NY"
12095,0.08,"JOHNSTOWN, NY"
12106,0.08,"STUYVESANT, NY"
12107,0.08,"KNOX, NY"
12108,0.08,"ARIETTA, NY"
12110,0.08,"COLONIE, NY"
12115,0.08,"CHATHAM, NY"
12116,0.08,"WESTFORD, NY"
12117,0.08,"MAYFIELD, NY"
12118,0.08,"SCHAGHTICOKE, NY"
12120,0.08,"RENSSELAERVILLE, NY"
12121,0.08,"PITTSTOWN, NY"
12122,0.08,"FULTON, NY"
12123,0.08,"SCHODACK, NY"
12124,0.08,"NEW BALTIMORE, NY"
12125,0.08,"NEW LEBANON, NY"
12128,0.08,"COLONIE, NY"
12130,0.08,"KINDERHOOK TOWN, NY"
12131,0.08,"BLENHEIM, NY"
12132,0.08,"CHATHAM, NY"
12133,0.08,"HOOSICK, NY"
12134,0.08,"BLEECKER, NY"
12136,0.08,"CHATHAM, NY"
12137,0.08,"FLORIDA, NY"
12138,0.08,"PETERSBURGH, NY"
12139,0.08,"ARIETTA, NY"
12140,0.08,"POESTENKILL, NY"
12141,0.08,"DUANESBURG, NY"
12143,0.08,"COEYMANS, NY"
12144,0.08,"RENSSELAER, NY"
12147,0.08,"WESTERLO, NY"
12148,0.07,"CLIFTON PARK, NY"
12149,0.08,"SEWARD, NY"
12150,0.08,"ROTTERDAM, NY"
12151,0.07,"CLIFTON PARK, NY"
12153,0.08,"BERLIN, NY"
12154,0.08,"PITTSTOWN, NY"
12155,0.08,"WESTFORD, NY"
12156,0.08,"STUYVESANT, NY"
12157,0.08,"COBLESKILL, NY"
12158,0.08,"COEYMANS, NY"
12159,0.08,"ALBANY, NY"
12160,0.08,"ROOT, NY"
12161,0.08,"COEYMANS, NY"
12164,0.08,"LAKE PLEASANT, NY"
12165,0.08,"AUSTERLITZ, NY"
12166,0.08,"ROOT, NY"
12167,0.08,"STAMFORD, NY"
12168,0.08,"STEPHENTOWN, NY"
12169,0.08,"STEPHENTOWN, NY"
12170,0.07,"STILLWATER, NY"
12172,0.08,"STOCKPORT, NY"
12173,0.08,"STOCKPORT, NY"
12174,0.08,"STUYVESANT, NY"
12175,0.08,"FULTON, NY"
12176,0.08,"GREENVILLE  GREENE COUNTY, NY"
12177,0.08,"MOHAWK, NY"
12180,0.08,"TROY SCHOOL DISTRICT, NY"
12181,0.08,"TROY SCHOOL DISTRICT, NY"
12182,0.08,"TROY SCHOOL DISTRICT, NY"
12183,0.08,"GREEN ISLAND VILLAGE, NY"
12184,0.08,"SCHODACK, NY"
12185,0.08,"PITTSTOWN, NY"
12186,0.08,"BERNE, NY"
12187,0.08,"FULTON, NY"
12188,0.08,"COHOES SCHOOL DISTRICT, NY"
12189,0.08,"WATERVLIET SCHOOL DISTRICT, NY"
12190,0.08,"WELLS, NY"
12192,0.08,"COXSACKIE, NY"
12193,0.08,"COEYMANS, NY"
12194,0.08,"FULTON, NY"
12195,0.08,"NEW LEBANON, NY"
12196,0.08,"POESTENKILL, NY"
12197,0.08,"SUMMIT, NY"
12198,0.08,"POESTENKILL, NY"
12201,0.08,"ALBANY, NY"
12202,0.08,"ALBANY, NY"
12203,0.08,"ALBANY, NY"
12204,0.08,"ALBANY, NY"
12205,0.08,"ALBANY, NY"
12206,0.08,"ALBANY, NY"
12207,0.08,"ALBANY, NY"
12208,0.08,"ALBANY, NY"
12209,0.08,"ALBANY, NY"
12210,0.08,"ALBANY, NY"
12211,0.08,"ALBANY, NY"
12212,0.08,"COLONIE VILLAGE, NY"
12214,0.08,"ALBANY, NY"
12220,0.08,"ALBANY, NY"
12222,0.08,"ALBANY, NY"
12223,0.08,"ALBANY, NY"
12224,0.08,"ALBANY, NY"
12225,0.08,"ALBANY, NY"
12226,0.08,"ALBANY, NY"
12227,0.08,"ALBANY, NY"
12228,0.08,"ALBANY, NY"
12229,0.08,"ALBANY, NY"
12230,0.08,"ALBANY, NY"
12231,0.08,"ALBANY, NY"
12232,0.08,"ALBANY, NY"
12233,0.08,"ALBANY, NY"
12234,0.08,"ALBANY, NY"
12235,0.08,"ALBANY, NY"
12236,0.08,"ALBANY, NY"
12237,0.08,"ALBANY, NY"
12238,0.08,"ALBANY, NY"
12239,0.08,"ALBANY, NY"
12240,0.08,"ALBANY, NY"
12241,0.08,"ALBANY, NY"
12242,0.08,"ALBANY, NY"
12243,0.08,"ALBANY, NY"
12244,0.08,"ALBANY, NY"
12245,0.08,"ALBANY, NY"
12246,0.08,"ALBANY, NY"
12247,0.08,"ALBANY, NY"
12248,0.08,"ALBANY, NY"
12249,0.08,"ALBANY, NY"
12250,0.08,"ALBANY, NY"
12255,0.08,"ALBANY, NY"
12257,0.08,"ALBANY, NY"
12260,0.08,"ALBANY, NY"
12261,0.08,"ALBANY, NY"
12288,0.08,"GUILDERLAND, NY"
12301,0.08,"SCHENECTADY, NY"
12302,0.08,"SCHENECTADY, NY"
12303,0.08,"SCHENECTADY, NY"
12304,0.08,"SCHENECTADY, NY"
12305,0.08,"SCHENECTADY, NY"
12306,0.08,"SCHENECTADY, NY"
12307,0.08,"SCHENECTADY, NY"
12308,0.08,"SCHENECTADY, NY"
12309,0.08,"SCHENECTADY, NY"
12325,0.08,"GLENVILLE, NY"
12345,0.08,"SCHENECTADY, NY"
12401,0.08,"MARBLETOWN, NY"
12402,0.08,"KINGSTON CITY, NY"
12404,0.08,"MARBLETOWN, NY"
12405,0.08,"DURHAM, NY"
12406,0.08,"SHANDAKEN, NY"
12407,0.08,"PRATTSVILLE, NY"
12409,0.08,"WOODSTOCK, NY"
12410,0.08,"SHANDAKEN, NY"
12411,0.08,"ULSTER, NY"
12412,0.08,"SHANDAKEN, NY"
12413,0.08,"GREENVILLE  GREENE COUNTY, NY"
12414,0.08,"COXSACKIE, NY"
12416,0.08,"SHANDAKEN, NY"
12417,0.08,"ESOPUS, NY"
12418,0.08,"DURHAM, NY"
12419,0.08,"MARBLETOWN, NY"
12420,0.08,"WAWARSING, NY"
12421,0.08,"ROXBURY, NY"
12422,0.08,"WINDHAM, NY"
12423,0.08,"GREENVILLE  GREENE COUNTY, NY"
12424,0.08,"WINDHAM, NY"
12427,0.08,"HUNTER, NY"
12428,0.08,"WAWARSING, NY"
12429,0.08,"ESOPUS, NY"
12430,0.08,"HALCOTT, NY"
12431,0.08,"GREENVILLE  GREENE COUNTY, NY"
12432,0.08,"SAUGERTIES, NY"
12433,0.08,"HURLEY, NY"
12434,0.08,"ROXBURY, NY"
12435,0.08,"WAWARSING, NY"
12436,0.08,"HUNTER, NY"
12438,0.08,"MIDDLETOWN TOWN, NY"
12439,0.08,"WINDHAM, NY"
12440,0.08,"MARBLETOWN, NY"
12441,0.08,"SHANDAKEN, NY"
12442,0.08,"HUNTER, NY"
12443,0.08,"MARBLETOWN, NY"
12444,0.08,"JEWETT, NY"
12446,0.08,"WAWARSING, NY"
12448,0.08,"WOODSTOCK, NY"
12449,0.08,"ULSTER, NY"
12450,0.08,"HUNTER, NY"
12451,0.08,"GREENVILLE  GREENE COUNTY, NY"
12452,0.08,"LEXINGTON, NY"
12453,0.08,"SAUGERTIES, NY"
12454,0.08,"WINDHAM, NY"
12455,0.08,"ROXBURY, NY"
12456,0.08,"SAUGERTIES, NY"
12457,0.08,"SHANDAKEN, NY"
12458,0.08,"WAWARSING, NY"
12459,0.08,"ROXBURY, NY"
12460,0.08,"RENSSELAERVILLE, NY"
12461,0.08,"ROCHESTER TOWN, NY"
12463,0.08,"SAUGERTIES, NY"
12464,0.08,"SHANDAKEN, NY"
12465,0.08,"SHANDAKEN, NY"
12466,0.08,"ESOPUS, NY"
12468,0.08,"PRATTSVILLE, NY"
12469,0.08,"RENSSELAERVILLE, NY"
12470,0.08,"CAIRO, NY"
12471,0.08,"ESOPUS, NY"
12472,0.08,"ROSENDALE, NY"
12473,0.08,"CAIRO, NY"
12474,0.08,"ROXBURY, NY"
12475,0.08,"ULSTER, NY"
12477,0.08,"ULSTER, NY"
12480,0.08,"SHANDAKEN, NY"
12481,0.08,"WOODSTOCK, NY"
12482,0.08,"CAIRO, NY"
12483,0.08,"WAWARSING, NY"
12484,0.08,"MARBLETOWN, NY"
12485,0.08,"HUNTER, NY"
12486,0.08,"ROSENDALE, NY"
12487,0.08,"ESOPUS, NY"
12489,0.08,"WAWARSING, NY"
12490,0.08,"SAUGERTIES, NY"
12491,0.08,"MARBLETOWN, NY"
12492,0.08,"LEXINGTON, NY"
12493,0.08,"ESOPUS, NY"
12494,0.08,"SHANDAKEN, NY"
12495,0.08,"WOODSTOCK, NY"
12496,0.08,"WINDHAM, NY"
12498,0.08,"WOODSTOCK, NY"
12501,0.08125,"STANFORD, NY"
12502,0.08,"TAGHKANIC, NY"
12503,0.08,"ANCRAM, NY"
12504,0.08125,"RED HOOK, NY"
12506,0.08125,"STANFORD, NY"
12507,0.08125,"RED HOOK, NY"
12508,0.08125,"FISHKILL, NY"
12510,0.08125,"LA GRANGE, NY"
12511,0.08125,"WAPPINGER, NY"
12512,0.08125,"WAPPINGER, NY"
12513,0.08,"CLAVERACK, NY"
12514,0.08125,"CLINTON  DUTCHES COUNTY, NY"
12515,0.08,"PLATTEKILL, NY"
12516,0.08,"COPAKE, NY"
12517,0.08,"COPAKE, NY"
12518,0.08125,"CORNWALL, NY"
12520,0.08125,"CORNWALL, NY"
12521,0.08,"TAGHKANIC, NY"
12522,0.08125,"UNION VALE, NY"
12523,0.08,"TAGHKANIC, NY"
12524,0.08375,"PHILIPSTOWN, NY"
12525,0.08,"SHAWANGUNK, NY"
12526,0.08,"CLERMONT, NY"
12527,0.08125,"FISHKILL, NY"
12528,0.08,"MARLBOROUGH, NY"
12529,0.08,"CLAVERACK, NY"
12530,0.08,"CLAVERACK, NY"
12531,0.08375,"PATTERSON, NY"
12533,0.08375,"KENT, NY"
12534,0.08,"GHENT, NY"
12537,0.08125,"WAPPINGER, NY"
12538,0.08125,"CLINTON  DUTCHES COUNTY, NY"
12540,0.08125,"UNION VALE, NY"
12541,0.08,"LIVINGSTON, NY"
12542,0.08125,"NEWBURGH TOWN, NY"
12543,0.08125,"HAMPTONBURGH, NY"
12544,0.08,"CLAVERACK, NY"
12545,0.08125,"STANFORD, NY"
12546,0.08125,"PINE PLAINS, NY"
12547,0.08,"MARLBOROUGH, NY"
12548,0.08,"PLATTEKILL, NY"
12549,0.08125,"WALLKILL, NY"
12550,0.08125,"NEWBURGH SCHOOL DISTRICT, NY"
12551,0.08125,"NEWBURGH CITY, NY"
12552,0.08125,"NEWBURGH CITY, NY"
12553,0.08125,"NEWBURGH SCHOOL DISTRICT, NY"
12555,0.08125,"NEWBURGH TOWN, NY"
12561,0.08,"MARBLETOWN, NY"
12563,0.08375,"PATTERSON, NY"
12564,0.08375,"PATTERSON, NY"
12565,0.08,"PHILMONT VILLAGE, NY"
12566,0.08125,"MONTGOMERY, NY"
12567,0.08125,"PINE PLAINS, NY"
12568,0.08,"PLATTEKILL, NY"
12569,0.08125,"UNION VALE, NY"
12570,0.08125,"PAWLING, NY"
12571,0.08125,"PINE PLAINS, NY"
12572,0.08125,"CLINTON  DUTCHES COUNTY, NY"
12574,0.08125,"RHINEBECK, NY"
12575,0.08125,"NEW YORK STEWART INTERNATIONAL AIRPORT, NY"
12577,0.08125,"CORNWALL, NY"
12578,0.08125,"CLINTON  DUTCHES COUNTY, NY"
12580,0.08125,"CLINTON  DUTCHES COUNTY, NY"
12581,0.08125,"PINE PLAINS, NY"
12582,0.08375,"KENT, NY"
12583,0.08125,"RED HOOK, NY"
12584,0.08125,"NEW WINDSOR, NY"
12585,0.08125,"UNION VALE, NY"
12586,0.08125,"NEWBURGH SCHOOL DISTRICT, NY"
12588,0.08,"SHAWANGUNK, NY"
12589,0.08125,"NEWBURGH SCHOOL DISTRICT, NY"
12590,0.08125,"WAPPINGER, NY"
12592,0.08125,"WASHINGTON, NY"
12594,0.08125,"UNION VALE, NY"
12601,0.08125,"POUGHKEEPSIE CITY, NY"
12602,0.08125,"POUGHKEEPSIE CITY, NY"
12603,0.08125,"POUGHKEEPSIE CITY, NY"
12604,0.08125,"POUGHKEEPSIE, NY"
12701,0.08,"THOMPSON, NY"
12719,0.08,"HIGHLAND  NY, NY"
12720,0.08,"BETHEL, NY"
12721,0.08125,"MIDDLETOWN SCHOOL DISTRICT, NY"
12722,0.08,"MAMAKATING, NY"
12723,0.08,"FREMONT  SULLIVAN COUNTY, NY"
12724,0.08,"CALLICOON, NY"
12725,0.08,"DENNING, NY"
12726,0.08,"COHECTON, NY"
12727,0.08,"COHECTON, NY"
12729,0.08125,"MOUNT HOPE, NY"
12732,0.08,"HIGHLAND  NY, NY"
12733,0.08,"FALLSBURG, NY"
12734,0.08,"THOMPSON, NY"
12736,0.08,"FREMONT  SULLIVAN COUNTY, NY"
12737,0.08,"LUMBERLAND, NY"
12738,0.08,"THOMPSON, NY"
12740,0.08,"WAWARSING, NY"
